Depth (m),Gamma Ray (API),Resistivity (Ohm-m),Density (g/cc),Neutron Porosity (frac),Sonic (us/ft)
59.0,77.14234221772531,4.0512854387193125,2.4383196519508568,0.23935700586218164,84.40506673582601
59.5,71.27899549030161,4.4550483301814525,2.4600999505378662,0.20192640932447467,85.4295920575336
60.0,71.8654792056457,4.339766610382366,2.425251772455465,0.24741436047198645,81.41414080059351
60.5,46.35918817807892,6.462943530718467,2.3992002284415985,0.28438819242808844,79.20679486978449
61.0,81.04191466404149,3.2446135811600323,2.362761980619735,0.2997651450264611,76.13873464558402
61.5,38.97223405811579,3.5652858331575956,2.3972337920703772,0.2907365360810841,78.0441091818214
62.0,68.80285640700406,6.115893457485951,2.433804557339204,0.23471839726071597,77.38157233661553
62.5,92.85683438714968,3.748439122919598,2.4605939589414443,0.2524795913830793,83.65836163310456
63.0,45.14195512303968,5.871792322114617,2.5005189656641633,0.2703939525448745,81.73391277297098
63.5,51.50553405595842,7.462054622813336,2.4277121270101576,0.16211062880289637,83.4837893135715
64.0,61.49477047631462,3.972761687080557,2.4059019617866415,0.27852923500599297,74.19831571949925
64.5,52.44786518825701,5.498133648270368,2.3778642606998646,0.1771350356208084,87.15874742120539
65.0,36.74004853400801,3.170509547785192,2.474003180895205,0.3520173299453245,77.8650981424662
65.5,61.02844462209041,5.620496411315425,2.5191597257664675,0.22977424576791522,74.49991678962668
66.0,44.06544429410843,4.757998971868938,2.5133165133978146,0.24075624114027044,77.80391117589093
66.5,67.10388645952773,5.165032963530117,2.485496637407362,0.21151464503810724,92.41882996293754
67.0,46.20863648649295,3.692590995273087,2.48192716586338,0.2185014984072155,78.06141566754216
67.5,83.24901607526309,2.722838698718548,2.534881188985467,0.363704678457162,78.37451764264537
68.0,48.251200614956446,5.212062336738439,2.4666040730708407,0.29701848443116485,79.03947659685161
68.5,55.16907725691487,2.413261263893772,2.4823064838012088,0.1725398777426081,79.25689808284272
69.0,72.20275826054504,4.074690742195846,2.4339608069074004,0.3252106450342615,76.09261967099373
69.5,41.53703525349067,5.943835071210798,2.3818978314572625,0.3096621137570716,80.71606541603066
70.0,63.41189901906194,4.747268123793793,2.4158075549750215,0.23593937688558558,85.37797454099166
70.5,79.60714131423643,8.040592652220395,2.4495420480732673,0.26533484710149186,81.57144657739353
71.0,35.88775148158159,6.0953899878938405,2.4530392686250653,0.2492527960289463,74.44417350550007
71.5,62.769507877984566,3.683378801441886,2.5463142927427698,0.34862899522234664,78.27827047533145
72.0,63.89824191372635,4.518562959390153,2.4540638583795538,0.21018549055039548,77.24236299949185
72.5,71.72734307665965,4.418449263807907,2.5089421722012824,0.25730053048878637,80.264697341174
73.0,41.44573933682877,2.788062669641246,2.4282461379211844,0.22859273345035977,86.65225835781159
73.5,40.193150803735854,3.3800156006280133,2.4344162057117384,0.17834797976910727,79.25558601989559
74.0,67.82912348425347,3.7877483055437278,2.3835496181388276,0.35958191275274937,79.55922565564805
74.5,64.45477009849779,2.4330213748305733,2.4128835993561717,0.1909216710448794,88.88822409409715
75.0,63.75739275518815,4.546001432195439,2.476349069568188,0.2610064593743888,84.3810299583583
75.5,65.19672314245463,4.159015745352144,2.450378009019707,0.16296496968098323,82.87040641053268
76.0,49.79962917632264,2.7132083553576853,2.497146930994862,0.23004647303784534,89.79065807650888
76.5,63.48380545741505,5.059480750640262,2.4590626974172527,0.27109844107167286,82.44905627397007
77.0,64.39608709948021,5.555352199918358,2.432377313418113,0.20876330102488186,70.0673642901124
77.5,49.28472872960448,4.797573856928397,2.557414843189348,0.27934009253678277,84.1633287894018
78.0,87.98661766717134,4.066487267046439,2.445304821564348,0.23654794540559587,72.03995771440675
78.5,67.10749381367681,5.35179835488716,2.5081500484852652,0.3080041256199307,82.26002684291224
79.0,42.13044754196027,5.4962503662158335,2.429939539672766,0.31808804566701115,71.4312821293538
79.5,69.84830412950744,4.914652606889441,2.4854799739691784,0.2206627619634994,77.66572294800041
80.0,45.379774946590175,3.499486784940491,2.4964007829575845,0.25383664296964786,78.18107735195065
80.5,71.80626905613678,4.86944627624348,2.460424598528779,0.25917271132361164,76.14940446384124
81.0,77.37893368511106,6.4150333399966195,2.3322758538651702,0.28096746477173495,78.255740014044
81.5,47.68976522472434,3.747208948306372,2.450912623042806,0.2507190998122133,85.16280860180277
82.0,74.45064193866483,8.409666363036585,2.511523002387999,0.2595105479671421,76.43023543920224
82.5,66.19171390404748,3.8278784484358264,2.4763740416513866,0.23782967626024404,82.7257043975527
83.0,72.33090239991735,4.52547300871756,2.4722919437614626,0.2557619933486009,75.1717518019635
83.5,88.4518947398092,3.662896841854016,2.3638871533021244,0.3148970096767566,79.05250211803936
84.0,56.31917825995694,4.792160007373666,2.4139772464662475,0.2823041620605927,81.61919633163726
84.5,48.693957534637654,2.6573609126821416,2.4705678815575722,0.28506278197216844,75.0173579169072
85.0,46.65728355561715,3.8045109711306258,2.4705191638393447,0.2861535162067789,73.44139783544655
85.5,47.762845725518424,3.2296172762709126,2.510733339006645,0.24230956110594823,82.45939075289444
86.0,58.843474358788434,4.667396886420696,2.4427566622426955,0.2659413521789765,85.6154019967032
86.5,65.11727962224965,6.039578426976851,2.470291204333691,0.19574131608321277,79.60467490256313
87.0,64.15036198995028,5.4401240076632265,2.4508187120965648,0.31344038281584785,77.71343546721648
87.5,72.40774873554035,2.2000986312426076,2.400652863174922,0.11085197838283897,80.77837693844194
88.0,60.19502837816861,8.269887419955946,2.3372104334452626,0.24564258038322875,80.2773995938269
88.5,81.80301115735975,4.896810046439619,2.471550484606504,0.30704479885751373,81.21451270355625
89.0,56.03014750143066,3.5503644417003986,2.458697360420641,0.18180660331853293,67.35877449843143
89.5,100.80253749884429,4.698006997490928,2.4190912478949915,0.2699889958808426,74.65447854417019
90.0,69.3850102164751,4.7249498481952665,2.369041347174207,0.21596167767104865,75.77384947281573
90.5,47.14263665375576,3.6690962741404336,2.481486975720437,0.23155983674055658,80.75433814255781
91.0,43.93661252908332,4.755847912086953,2.4367039962902224,0.2972970480319719,80.92938941811133
91.5,67.23708622864778,3.7350391995129915,2.4778437361184076,0.25990284629425753,83.18090244342018
92.0,56.64805822011223,3.9697034818247405,2.543202426520588,0.14828220660578184,81.28790874605218
92.5,70.71000741138138,3.647770865596328,2.342928455984015,0.20117872301342007,73.49632464806332
93.0,67.09856436860318,2.9159585899788496,2.415019959564882,0.29876678674443796,87.2350230879253
93.5,58.90756631014691,4.682119729615642,2.4395312193344045,0.27244713590964986,86.35959151711182
94.0,47.29809422897392,5.341945064581491,2.5227413087073325,0.3374067786262142,73.70901354986538
94.5,37.27729162971203,5.230281385471305,2.368179849039676,0.3341323797006649,81.66352647187091
95.0,53.302275718994686,5.731501714966177,2.5467930512840304,0.23288774349266042,77.02287807378492
95.5,72.84598191485209,4.939687465001736,2.456792795078315,0.37516189025347446,80.69431994600274
96.0,63.21140616195306,3.8197399734911945,2.4451999669133073,0.25122398349259556,85.26655139820936
96.5,41.31391831932018,5.765541967805655,2.440097011839055,0.2018665732795487,90.65052133160479
97.0,62.59771388776773,2.98244888950689,2.4281868483909985,0.21831800670447113,83.75638852571305
97.5,65.77976069593255,3.4205405195765155,2.5024058379634577,0.13716374473552906,81.47467367555068
98.0,46.74213845698301,3.3559670776943173,2.396573962295878,0.33035095041246404,78.30089415845852
98.5,62.305876589182915,6.196699538066208,2.467270709082193,0.3297380994521932,80.91067435505589
99.0,60.87313077669,5.946700656472978,2.4307909167146513,0.19922462805933394,86.79885946664157
99.5,42.85544553254066,5.187187128260724,2.4118933275742953,0.2386057855809047,79.77645621620208
100.0,65.36681040522424,6.181611262429889,2.579298758784195,0.2547803772056289,75.56943674326175
100.5,68.41176789552351,3.442559258519879,2.470952536737673,0.2019823473928943,71.90155067241687
101.0,76.24576864762915,4.97576205596379,2.4806632772330572,0.1622448984364419,82.56523933705125
101.5,75.80703078052355,4.3165120119367,2.5068888390334334,0.23948211981115441,81.2364406281387
102.0,39.33495948064363,5.778040614406368,2.378932502734073,0.23394602852703766,76.77045913368852
102.5,45.93262440127316,4.329416304337759,2.537614595456102,0.23057943795056124,85.13007062853649
103.0,67.7255290081299,3.992897402763898,2.3245521410752463,0.26113580313004825,77.89111567806185
103.5,67.70678926368313,5.271276511764063,2.411561679498074,0.32147598292629964,79.32677954087602
104.0,67.72571529459071,5.82903084186827,2.427048416341055,0.2348453640154137,79.91667933351029
104.5,117.79097235982081,3.667449427397631,2.4790861682485255,0.25852214993606815,78.24523628930956
105.0,68.5633576603975,4.400320145394691,2.4609359133070745,0.2863435261872468,81.17932532874785
105.5,77.03348460270898,3.262415297656041,2.4416592629650804,0.2777071463256374,85.757575729665
106.0,74.31002645239803,2.118231822645391,2.449400132768614,0.2192788237776079,74.28759050940789
106.5,69.77086876958697,4.7594774815018175,2.401098848823872,0.25481885615570177,82.44260069237005
107.0,55.27096133039482,5.379909792696776,2.3751383802757915,0.27737699100845264,80.8607933480322
107.5,71.38453830739901,4.848260800127926,2.486325581116803,0.1935824331244611,80.76881914772353
108.0,48.40762178193643,2.4971035611675068,2.4846853056268094,0.3131769505398254,84.35922284937045
108.5,56.44772089889987,4.033946475004383,2.529224718757853,0.3215794452607056,80.2464871260858
109.0,52.71954678256345,2.303651959054058,2.41049914515924,0.2138609872277753,82.40114630952851
109.5,61.22811209079484,6.759239152372201,2.4846407605150462,0.25968350091740844,83.57932314785573
110.0,94.71987850010262,3.235500484837739,2.4358146635817635,0.2821139128335516,77.47817399809696
110.5,31.99102211112378,6.53139848098878,2.5095237492596745,0.22271929218356237,81.495917304069
111.0,70.2939028556177,5.952199964218081,2.5010981388339073,0.27408069228440474,78.74606196394684
111.5,35.80926193215522,3.4206236704824606,2.460560469961223,0.2581627813146083,79.33659110140053
112.0,52.9210220131585,3.190458109946134,2.4330234921667007,0.17660409111805997,78.38969301760834
112.5,76.33425895451049,4.978412499000953,2.498046608930413,0.2729580657989279,82.35540202048443
113.0,60.96420028643194,3.4788535117014137,2.4823452261628285,0.1949928791864482,80.40822354509127
113.5,43.83382833106041,4.621620460619702,2.415777979895691,0.2969601425831024,81.97272017158338
114.0,49.27044436110047,3.8773491941207117,2.3836100663260287,0.21643944624330555,79.91241318552126
114.5,70.19396623402014,2.626500825373633,2.43557335496591,0.24193572831694274,71.97939493764838
115.0,49.04450052424295,2.2952909114078333,2.5257706907674105,0.31861394567232876,80.15684208049855
115.5,63.246878843729625,4.797069806588398,2.507324357936652,0.27481908232644225,80.31768977578409
116.0,60.68357759855721,3.7868429456917974,2.394383626516471,0.19602630402127275,81.2129796857673
116.5,50.22599478591275,3.7964751909201833,2.3916121292050043,0.19925417146004581,77.0313540315713
117.0,92.15916133987989,5.522105130052536,2.5137341924839745,0.22003486056881372,74.02265141667245
117.5,69.50878533477017,6.372760167221617,2.3932182047621087,0.2697322041678333,83.12303322447138
118.0,29.622861200135894,4.129831402875846,2.4754647661821005,0.2679149907466384,78.63196721732916
118.5,62.796814721541416,4.046370829581154,2.419196439233184,0.20784488476685653,80.85622023842498
119.0,50.07320302847418,5.207203263135209,2.5308522462260843,0.19163952571928206,78.59269960055852
119.5,72.78650002194335,2.982969643826529,2.411478760043106,0.26407917025429173,79.96969087113203
120.0,48.11218892350949,4.791990682497741,2.5071680765102915,0.2409069967104919,77.75357326032096
120.5,58.278953377996515,5.288664685188449,2.4592429327030185,0.3578607943723869,75.15958205423085
121.0,67.57480918470685,5.496266604264517,2.4626097427117144,0.25183018282815395,82.36865830384329
121.5,72.98632791255181,2.50671765267395,2.3514845709324304,0.3407126413850137,76.9843995588694
122.0,41.99555389416336,3.5665310155649985,2.3398543323397143,0.191480820094783,80.81975740447405
122.5,54.98248146238578,3.4436123568686985,2.4389717029866347,0.17133935302191464,82.0523011095104
123.0,52.87582033258566,4.618020205597349,2.4623453031708307,0.19399574337372327,77.06593642198459
123.5,50.200061511394324,5.176987761641502,2.393740108613114,0.3094564890726733,73.98057182813507
124.0,86.48181360421646,7.021754546681603,2.395565329476183,0.3378050794846767,92.13042806926526
124.5,66.07472566441433,3.8632560180129363,2.478073631491307,0.2108910273023683,77.36114062027286
125.0,41.08674068497432,3.860235725935184,2.478142724022857,0.22697169851202212,83.1170857930058
125.5,73.76792920582164,6.327477171854244,2.443112946980604,0.191550954489375,89.69731774785062
126.0,91.8323429551895,4.898715762890054,2.489010086059304,0.15941800764408065,83.94953873426947
126.5,75.4869789082672,6.555441403263509,2.3912898852139928,0.2859205848888315,78.49778595586224
127.0,37.2094505106898,4.88719442150645,2.4322032541456515,0.2611510151481082,79.66441806232444
127.5,52.73648890700623,3.1672541519063833,2.5323938802891837,0.2505243991336938,75.83696390130575
128.0,79.00366723779933,3.0043507665102593,2.453416106496991,0.179997173141831,84.40848213478871
128.5,49.38495801571829,2.8138293827572136,2.45631562572935,0.331997834091433,82.83135354029343
129.0,66.65729142219342,5.466374231140157,2.565297329298387,0.22483216309752635,77.42787090869129
129.5,71.61951080144006,6.4017990147876604,2.3800328917075615,0.2766813212408238,74.78912596450778
130.0,46.09604292632876,7.805344117926446,2.4898215183321057,0.1772719297377638,73.39383131168154
130.5,59.107119659073,5.7714976199732275,2.533199313990405,0.24047374051899814,84.932570019021
131.0,11.380989898963911,6.35251992813067,2.433757103675073,0.26456872281192917,80.6018656447778
131.5,44.63418537998565,3.7659309697356704,2.4929815393427424,0.2663537609026654,81.07492268166376
132.0,56.2114777291026,3.167920107293545,2.400899025139455,0.25773242716183126,75.88525687068821
132.5,41.28325227052726,5.783585388062087,2.4156633802216327,0.2747261246024386,72.68248448347796
133.0,84.48616955897452,5.079964257659403,2.469248320802382,0.19347397719835194,84.81306787355817
133.5,38.54787933059051,4.6285021789925,2.48992833365553,0.259868630271983,80.21019518498615
134.0,53.39933269954524,5.033982620028077,2.5060468256203126,0.2556878841740139,84.5361733002881
134.5,61.96110865929137,4.93797656339149,2.528481429346975,0.26158363420975306,78.07033436742218
135.0,81.61909933599173,6.587309914426132,2.446627672072241,0.2536172608659591,78.81591078481571
135.5,38.46206773230841,6.6094184882342795,2.5096805877586297,0.1863393613043301,83.56649088310316
136.0,77.4474562823244,5.2765163918584035,2.4328847578275425,0.18411001239455133,83.66174039825262
136.5,60.1534959152938,5.776170164496696,2.4951045655794135,0.13928659070577243,83.98782811342977
137.0,45.27737023428074,5.228993257320953,2.4603744398926093,0.2908767254922649,78.52399373448652
137.5,66.93155211394907,3.9026237384595723,2.472283895354096,0.29138287548675995,83.07273618825434
138.0,62.98589543360205,5.6235852338535235,2.471175393701102,0.292177514561106,85.5454973273836
138.5,50.99674684261808,2.9495466463610356,2.3697647495101095,0.2653394981230726,79.47613994159232
139.0,61.04703127485028,6.1482498598734505,2.3937939070569616,0.14334403911409443,77.43255818112974
139.5,54.220296047073596,3.131910237983492,2.4551270719908764,0.1986644754107367,86.71373801658383
140.0,61.70276017876872,4.882908205145124,2.3656360460179418,0.2585207708796556,76.72777133224346
140.5,69.9319601178157,3.4779874671889126,2.491560555159988,0.2567759001395898,83.14738248557238
141.0,83.79025224218029,5.2910498996580655,2.493577798314407,0.23886258934239893,79.70788844740069
141.5,41.43276751759726,4.4363077037573,2.4663585276438895,0.26844586014541233,70.79217191757719
142.0,91.995500619844,2.7775610223990803,2.393943299362104,0.25058258538426226,85.6429703373929
142.5,30.718683007162472,5.084567080538214,2.519006946943426,0.2560385232775681,66.21073185226317
143.0,57.72322357446625,3.768299229650304,2.551860531985918,0.2180467333583992,70.07935966621196
143.5,68.82475809726864,5.837741638092067,2.457353841372299,0.29910054930607954,82.63665039740336
144.0,64.2148780160255,4.483471822234182,2.475526768922562,0.2284614195659808,82.63535599339058
144.5,50.659507202691096,5.046153629814663,2.4600869327398023,0.18346754584896868,76.81210071061233
145.0,56.87816624464087,3.3626498651477608,2.4765184594499403,0.21145004935906356,80.73911045151623
145.5,52.604985980117505,3.7554207538819475,2.4440220621686803,0.232576690431901,67.34284977110997
146.0,51.15952864583683,3.9055882383545364,2.44827178800781,0.2997001394184423,83.534877322353
146.5,72.74403145531537,5.795088474569075,2.4952858800248685,0.24788660007826036,81.24862743526799
147.0,65.35523228947571,7.4128362535834755,2.567281208094822,0.24069258905171756,79.77178573333103
147.5,49.60635607109019,3.5199559470079675,2.379996438279913,0.18756682876186864,80.10420741068886
148.0,73.49399813149876,6.190738862071141,2.444809375779852,0.2892741294914788,82.46627088096515
148.5,64.60949281314915,2.3375345777281984,2.390976975738396,0.2174023922988307,79.85549238251069
149.0,72.1929317825844,3.1322236376189863,2.5296012449288043,0.2449986070529332,70.6297224863439
149.5,69.44443262885419,3.3614299477994285,2.420613101534005,0.32400915384409323,90.98166117261262
150.0,47.56507483616892,2.9869338504327714,2.3778399603107103,0.2754381665524652,86.00400409714226
150.5,51.597284397045456,2.7868822087188985,2.4819093499424287,0.1685872976142413,73.57527669022586
151.0,71.20940407684893,5.072834191992805,2.5372155557371556,0.16152448818237639,78.27431384761705
